"ticketDate","amount"
"2019-12-14 08:01:00",56.06
"2019-12-14 08:01:00",18.74
"2019-12-14 08:01:00",65.34
"2019-12-14 08:06:00",62.74
"2019-12-14 08:06:00",127.06
"2019-12-14 08:06:00",51.98
"2019-12-14 08:06:00",113.54
"2019-12-14 08:06:00",123.11
"2019-12-14 08:06:00",49.96
"2019-12-14 08:06:00",36.84
"2019-12-14 08:06:00",143.52
"2019-12-14 08:08:00",7.11
"2019-12-14 08:08:00",22.61
"2019-12-14 08:08:00",30.52
"2019-12-14 08:08:00",13.04
"2019-12-14 08:08:00",0.44
"2019-12-14 08:08:00",16.94
"2019-12-14 08:08:00",11.58
"2019-12-14 08:10:00",129.11
"2019-12-14 08:10:00",173.02
"2019-12-14 08:10:00",5.69
"2019-12-14 08:10:00",135.68
"2019-12-14 08:10:00",34.96
"2019-12-14 08:10:00",117.24
"2019-12-14 08:10:00",7.67
"2019-12-14 08:10:00",124.02
"2019-12-14 08:10:00",74.82
"2019-12-14 08:11:00",325.88
"2019-12-14 08:11:00",8.07
"2019-12-14 08:11:00",12.09
"2019-12-14 08:11:00",330.18
"2019-12-14 08:11:00",32.44
"2019-12-14 08:11:00",222.09
"2019-12-14 08:13:00",708.05
"2019-12-14 08:19:00",155.91
"2019-12-14 08:19:00",217.75
"2019-12-14 08:19:00",27.79
"2019-12-14 08:19:00",246.4
"2019-12-14 08:19:00",4.81
"2019-12-14 08:27:00",45.3
"2019-12-14 08:27:00",156.33
"2019-12-14 08:27:00",165.76
"2019-12-14 08:27:00",23.62
"2019-12-14 08:27:00",86.31
"2019-12-14 08:32:00",35.6
"2019-12-14 08:32:00",119.78
"2019-12-14 08:32:00",42.13
"2019-12-14 08:32:00",104.67
"2019-12-14 08:32:00",101.01
"2019-12-14 08:32:00",161
"2019-12-14 08:34:00",15.4
"2019-12-14 08:34:00",39.04
"2019-12-14 08:34:00",20.24
"2019-12-14 08:34:00",40.21
"2019-12-14 08:34:00",40.41
"2019-12-14 08:34:00",0.71
"2019-12-14 08:34:00",12.64
"2019-12-14 08:34:00",14.33
"2019-12-14 08:34:00",9.78
"2019-12-14 08:34:00",43.02
"2019-12-14 08:34:00",40.76
"2019-12-14 08:34:00",35.59
"2019-12-14 08:34:00",39.11
"2019-12-14 08:34:00",33.32
"2019-12-14 08:34:00",44.27
"2019-12-14 08:34:00",12.05
"2019-12-14 08:34:00",0.12
"2019-12-14 08:34:00",20.45
"2019-12-14 08:34:00",40.42
"2019-12-14 08:34:00",2.82
"2019-12-14 08:34:00",58.84
"2019-12-14 08:34:00",56.62
"2019-12-14 08:34:00",0.55
"2019-12-14 08:34:00",43.6
"2019-12-14 08:34:00",56.71
"2019-12-14 08:34:00",31.08
"2019-12-14 08:34:00",61.36
"2019-12-14 08:34:00",36.25
"2019-12-14 08:34:00",0.22
"2019-12-14 08:34:00",20.13
"2019-12-14 08:34:00",19.98
"2019-12-14 08:34:00",18.64
"2019-12-14 08:34:00",61.16
"2019-12-14 08:34:00",2.81
"2019-12-14 08:34:00",30.95
"2019-12-14 08:34:00",16.18
"2019-12-14 08:34:00",55.51
"2019-12-14 08:34:00",42.39
"2019-12-14 08:34:00",43.24
"2019-12-14 08:34:00",17.26
"2019-12-14 08:34:00",12.34
"2019-12-14 08:35:00",48.7
"2019-12-14 08:35:00",26.5
"2019-12-14 08:35:00",76.12
"2019-12-14 08:35:00",22.5
"2019-12-14 08:35:00",45.83
"2019-12-14 08:35:00",42.14
"2019-12-14 08:35:00",19.7
"2019-12-14 08:35:00",62.23
"2019-12-14 08:35:00",60.44
"2019-12-14 08:40:00",464.11
"2019-12-14 08:41:00",134.5
"2019-12-14 08:41:00",71.37
"2019-12-14 08:41:00",64.88
"2019-12-14 08:41:00",30.23
"2019-12-14 08:41:00",117.47
"2019-12-14 08:41:00",37.23
"2019-12-14 08:41:00",123.03
"2019-12-14 08:41:00",10.54
"2019-12-14 08:42:00",92.14
"2019-12-14 08:42:00",98.22
"2019-12-14 08:42:00",184.96
"2019-12-14 08:42:00",14.95
"2019-12-14 08:42:00",127.14
"2019-12-14 08:42:00",43.7
"2019-12-14 08:43:00",102.95
"2019-12-14 08:43:00",28.18
"2019-12-14 08:43:00",141.28
"2019-12-14 08:43:00",119.9
