ticketDate;amount
2019-11-23 00:07:00;65.94
2019-11-23 00:10:00;20.0
2019-11-23 00:13:00;30.0
2019-11-23 00:19:00;30.0
2019-11-23 00:24:00;59.896
2019-11-23 00:28:00;15.0
2019-11-23 00:34:00;92.407
2019-11-23 01:01:00;20.0
2019-11-23 01:17:00;50.0
2019-11-23 01:50:00;5.0
2019-11-23 02:23:00;20.0
2019-11-23 02:42:00;15.0
2019-11-23 03:14:00;40.0
2019-11-23 03:16:00;8.32
2019-11-23 03:17:00;43.0
2019-11-23 03:19:00;35.67
2019-11-23 03:54:00;39.732
2019-11-23 04:16:00;30.0
2019-11-23 04:34:00;9.896
2019-11-23 05:12:00;39.99
2019-11-23 05:16:00;39.583
2019-11-23 05:20:00;47.76
2019-11-23 05:34:00;30.0
2019-11-23 05:38:00;20.0
2019-11-23 05:39:00;30.0
2019-11-23 05:49:00;49.653
2019-11-23 06:14:00;50.0
2019-11-23 06:20:00;60.0
2019-11-23 06:21:00;20.0
2019-11-23 06:30:00;49.479
2019-11-23 06:33:00;
2019-11-23 06:34:00;20.0
2019-11-23 06:39:00;49.653
2019-11-23 06:41:00;50.0
2019-11-23 06:44:00;39.619
2019-11-23 06:49:00;59.583
2019-11-23 06:51:00;27.5
2019-11-23 06:52:00;50.0
2019-11-23 06:58:00;49.653
2019-11-23 07:00:00;
2019-11-23 07:04:00;10.0
2019-11-23 07:06:00;117.64000000000001
2019-11-23 07:08:00;20.5
2019-11-23 07:10:00;
2019-11-23 07:13:00;96.797
2019-11-23 07:17:00;
2019-11-23 07:18:00;
2019-11-23 07:19:00;77.439
2019-11-23 07:20:00;
2019-11-23 07:27:00;47.322
2019-11-23 07:30:00;
2019-11-23 07:31:00;
2019-11-23 07:35:00;
2019-11-23 07:37:00;130.0
2019-11-23 07:39:00;113.42
2019-11-23 07:42:00;97.00999999999999
2019-11-23 07:43:00;74.51
2019-11-23 07:44:00;
2019-11-23 07:45:00;50.0
2019-11-23 07:47:00;
2019-11-23 07:49:00;11.52
2019-11-23 07:53:00;
2019-11-23 07:54:00;
2019-11-23 07:55:00;
2019-11-23 07:56:00;
2019-11-23 07:57:00;
2019-11-23 07:58:00;
2019-11-23 07:59:00;89.583
2019-11-23 08:00:00;49.722
2019-11-23 08:02:00;
2019-11-23 08:04:00;
2019-11-23 08:05:00;89.84
2019-11-23 08:06:00;
2019-11-23 08:07:00;129.4
2019-11-23 08:08:00;
2019-11-23 08:09:00;166.61
2019-11-23 08:10:00;28.2
2019-11-23 08:11:00;172.89999999999998
2019-11-23 08:12:00;
2019-11-23 08:13:00;
2019-11-23 08:14:00;
2019-11-23 08:15:00;182.0
2019-11-23 08:16:00;215.64999999999998
2019-11-23 08:17:00;
2019-11-23 08:18:00;75.37
2019-11-23 08:19:00;96.01100000000001
2019-11-23 08:20:00;
2019-11-23 08:21:00;119.64
2019-11-23 08:22:00;313.47
2019-11-23 08:23:00;158.79000000000002
2019-11-23 08:24:00;219.91000000000003
2019-11-23 08:25:00;353.42999999999995
2019-11-23 08:26:00;
2019-11-23 08:27:00;109.2
2019-11-23 08:28:00;58.4
2019-11-23 08:29:00;205.83
2019-11-23 08:30:00;
2019-11-23 08:31:00;262.15200000000004
2019-11-23 08:32:00;179.4
2019-11-23 08:33:00;
2019-11-23 08:34:00;176.51
2019-11-23 08:35:00;169.92000000000002
2019-11-23 08:36:00;436.15000000000003
2019-11-23 08:37:00;138.01
2019-11-23 08:38:00;468.40999999999997
2019-11-23 08:39:00;245.82999999999998
2019-11-23 08:40:00;281.913
2019-11-23 08:41:00;259.62
2019-11-23 08:42:00;154.57
2019-11-23 08:43:00;133.69299999999998
2019-11-23 08:44:00;285.02000000000004
2019-11-23 08:45:00;317.40000000000003
2019-11-23 08:46:00;380.93500000000006
