"ticketDate","amount"
"2017-01-01 00:21:00",21.59
"2017-01-01 00:22:00",20.12
"2017-01-01 00:32:00",14.69
"2017-01-01 00:47:00",17.57
"2017-01-01 01:06:00",20.48
"2017-01-01 01:12:00",19.31
"2017-01-01 01:18:00",16.88
"2017-01-01 01:22:00",18.75
"2017-01-01 01:25:00",17.03
"2017-01-01 01:46:00",15.56
"2017-01-01 01:55:00",18.59
"2017-01-01 02:02:00",12.94
"2017-01-01 02:03:00",14.75
"2017-01-01 02:24:00",17.87
"2017-01-01 02:27:00",20.48
"2017-01-01 02:31:00",18.84
"2017-01-01 02:39:00",21.98
"2017-01-01 02:40:00",24.98
"2017-01-01 02:41:00",15.96
"2017-01-01 02:50:00",33.15
"2017-01-01 03:29:00",25.62
"2017-01-01 04:03:00",29.17
"2017-01-01 06:35:00",15.63
"2017-01-01 07:42:00",28.82
"2017-01-01 08:02:00",28.76
"2017-01-01 08:08:00",63.64
"2017-01-01 08:13:00",28.53
"2017-01-01 08:17:00",25.06
"2017-01-01 08:25:00",48.76
"2017-01-01 08:41:00",38.42
"2017-01-01 08:53:00",32.41
"2017-01-01 08:54:00",11.02
"2017-01-01 09:00:00",5.97
"2017-01-01 09:05:00",1.76
"2017-01-01 09:15:00",90.23
"2017-01-01 09:22:00",6.85
"2017-01-01 09:43:00",4.72
"2017-01-01 09:45:00",117.76
"2017-01-01 09:55:00",84.18
"2017-01-01 09:58:00",22.33
"2017-01-01 10:07:00",43.19
"2017-01-01 10:11:00",35.49
"2017-01-01 10:12:00",51.04
"2017-01-01 10:26:00",3.94
"2017-01-01 10:28:00",39.03
"2017-01-01 10:32:00",21.19
"2017-01-01 10:35:00",14.34
"2017-01-01 10:37:00",15.45
"2017-01-01 10:40:00",47.16
"2017-01-01 10:43:00",52.81
"2017-01-01 10:51:00",79.62
"2017-01-01 10:54:00",18.73
"2017-01-01 10:56:00",70.17
"2017-01-01 11:16:00",37.23
"2017-01-01 11:24:00",5.96
"2017-01-01 11:25:00",32.98
"2017-01-01 11:27:00",115.39
"2017-01-01 11:35:00",39.52
"2017-01-01 11:36:00",92.62
"2017-01-01 11:37:00",79.89
"2017-01-01 11:53:00",96.02
"2017-01-01 11:54:00",77.36
"2017-01-01 11:58:00",6.27
"2017-01-01 12:00:00",66.57
"2017-01-01 12:05:00",12.31
"2017-01-01 12:10:00",27.05
"2017-01-01 12:16:00",20.23
"2017-01-01 12:18:00",89.25
"2017-01-01 12:22:00",36.51
"2017-01-01 12:24:00",94.64
"2017-01-01 12:29:00",106.25
"2017-01-01 12:44:00",37.61
"2017-01-01 12:47:00",47.83
"2017-01-01 12:49:00",35.08
"2017-01-01 12:53:00",6.1
"2017-01-01 12:54:00",100.28
"2017-01-01 12:56:00",39.1
"2017-01-01 13:03:00",43.47
"2017-01-01 13:05:00",49.55
"2017-01-01 13:07:00",11.03
"2017-01-01 13:10:00",20.9
"2017-01-01 13:20:00",46.6
"2017-01-01 13:22:00",46.77
