"ticketDate","amount"
"2019-01-01 00:10:00",21.23
"2019-01-01 00:18:00",13.91
"2019-01-01 01:05:00",19.67
"2019-01-01 01:11:00",15.46
"2019-01-01 01:19:00",20.21
"2019-01-01 01:20:00",17.75
"2019-01-01 01:35:00",18.63
"2019-01-01 01:47:00",27.45
"2019-01-01 01:53:00",11.41
"2019-01-01 01:55:00",16.07
"2019-01-01 01:56:00",27.03
"2019-01-01 02:10:00",20.36
"2019-01-01 02:20:00",23.26
"2019-01-01 02:21:00",24.75
"2019-01-01 02:40:00",9.83
"2019-01-01 03:18:00",12.67
"2019-01-01 04:58:00",14.88
"2019-01-01 05:34:00",9.93
"2019-01-01 05:39:00",20.59
"2019-01-01 05:54:00",24.83
"2019-01-01 06:19:00",30.58
"2019-01-01 06:26:00",16.4
"2019-01-01 06:47:00",21.21
"2019-01-01 06:53:00",25.43
"2019-01-01 07:03:00",18.14
"2019-01-01 07:11:00",17.53
"2019-01-01 08:01:00",70.62
"2019-01-01 08:23:00",62.85
"2019-01-01 08:28:00",39.73
"2019-01-01 08:42:00",52.38
"2019-01-01 08:46:00",30.1
"2019-01-01 09:01:00",75.95
"2019-01-01 09:05:00",56.06
"2019-01-01 09:18:00",16.44
"2019-01-01 09:31:00",21.16
"2019-01-01 09:40:00",28.57
"2019-01-01 09:47:00",37.46
"2019-01-01 09:49:00",86.66
"2019-01-01 09:50:00",3.27
"2019-01-01 10:01:00",107.53
"2019-01-01 10:06:00",34.35
"2019-01-01 10:24:00",88.14
"2019-01-01 10:32:00",14.53
"2019-01-01 10:43:00",28.52
"2019-01-01 10:49:00",0.91
"2019-01-01 10:59:00",4.15
"2019-01-01 11:07:00",40.08
"2019-01-01 11:10:00",56.78
"2019-01-01 11:22:00",35.56
"2019-01-01 11:33:00",43.43
"2019-01-01 11:35:00",16.32
"2019-01-01 11:45:00",16.7
"2019-01-01 11:49:00",1.77
"2019-01-01 11:53:00",7.61
"2019-01-01 11:56:00",30.76
"2019-01-01 11:57:00",38.97
"2019-01-01 11:58:00",57.31
"2019-01-01 12:14:00",34.57
"2019-01-01 12:16:00",52.27
"2019-01-01 12:20:00",43.14
"2019-01-01 12:24:00",5.77
"2019-01-01 12:25:00",75.88
"2019-01-01 12:29:00",2.19
"2019-01-01 12:35:00",29.13
"2019-01-01 12:39:00",8.48
"2019-01-01 12:42:00",53.77
"2019-01-01 12:44:00",6.61
"2019-01-01 12:51:00",36.86
"2019-01-01 12:56:00",39.11
"2019-01-01 12:60:00",48.4
"2019-01-01 13:06:00",48.5
"2019-01-01 13:13:00",41.78
"2019-01-01 13:15:00",28.13
"2019-01-01 13:18:00",0.72
"2019-01-01 13:21:00",32.5
"2019-01-01 13:29:00",26.61
"2019-01-01 13:32:00",2.93
"2019-01-01 13:33:00",47.67
"2019-01-01 13:44:00",2.73
"2019-01-01 13:45:00",41.49
"2019-01-01 13:47:00",25.67
"2019-01-01 13:48:00",30.29
"2019-01-01 13:50:00",13.71
"2019-01-01 13:54:00",15.38
"2019-01-01 13:56:00",54.46
"2019-01-01 13:57:00",103.76
"2019-01-01 14:02:00",59.08
"2019-01-01 14:09:00",31.62
"2019-01-01 14:16:00",146.36
"2019-01-01 14:20:00",21.9
"2019-01-01 14:24:00",85.66
"2019-01-01 14:25:00",7.58
"2019-01-01 14:26:00",7.34
"2019-01-01 14:27:00",100.56
"2019-01-01 14:28:00",29.85
"2019-01-01 14:31:00",163.11
"2019-01-01 14:33:00",38.3
"2019-01-01 14:37:00",79.44
"2019-01-01 14:39:00",14.61
"2019-01-01 14:43:00",41.31
"2019-01-01 14:45:00",15.58
"2019-01-01 14:46:00",40.86
"2019-01-01 14:51:00",0.81
"2019-01-01 14:54:00",50.5
"2019-01-01 14:55:00",66.87
"2019-01-01 14:56:00",9.82
"2019-01-01 14:60:00",49.69
"2019-01-01 15:00:00",47.13
"2019-01-01 15:02:00",7.17
"2019-01-01 15:07:00",31.04
"2019-01-01 15:14:00",22.32
"2019-01-01 15:18:00",131.32
"2019-01-01 15:20:00",77.16
"2019-01-01 15:23:00",23.59
"2019-01-01 15:27:00",32.93
"2019-01-01 15:32:00",23.83
"2019-01-01 15:38:00",40.27
"2019-01-01 15:40:00",96.29
"2019-01-01 15:42:00",27.28
"2019-01-01 15:50:00",0.58
"2019-01-01 15:56:00",47.68
"2019-01-01 15:57:00",40.7
"2019-01-01 15:59:00",45.28
"2019-01-01 16:03:00",22.02
"2019-01-01 16:04:00",22.77
"2019-01-01 16:09:00",65.6
"2019-01-01 16:16:00",38.67
"2019-01-01 16:28:00",1.32
"2019-01-01 16:31:00",160.56
"2019-01-01 16:32:00",4.24
"2019-01-01 16:35:00",111.77
"2019-01-01 16:36:00",15.22
"2019-01-01 16:38:00",90.63
"2019-01-01 16:41:00",29.54
"2019-01-01 16:43:00",44.79
"2019-01-01 16:46:00",42.6
"2019-01-01 16:47:00",31.42
"2019-01-01 16:51:00",99.99
"2019-01-01 16:52:00",10.09
"2019-01-01 16:58:00",35.44
"2019-01-01 17:00:00",32.55
"2019-01-01 17:01:00",0.14
"2019-01-01 17:13:00",45.86
"2019-01-01 17:14:00",17.58
"2019-01-01 17:15:00",7.59
"2019-01-01 17:19:00",128.15
"2019-01-01 17:21:00",12.48
"2019-01-01 17:22:00",39.21
"2019-01-01 17:26:00",65.49
"2019-01-01 17:29:00",28.67
"2019-01-01 17:36:00",58.83
"2019-01-01 17:39:00",74.46
"2019-01-01 17:42:00",22.82
"2019-01-01 17:43:00",33.57
"2019-01-01 17:48:00",52.98
"2019-01-01 17:53:00",31.78
"2019-01-01 17:54:00",20.21
"2019-01-01 18:02:00",49.23
"2019-01-01 18:06:00",85.76
"2019-01-01 18:13:00",14.91
"2019-01-01 18:16:00",132.25
"2019-01-01 18:20:00",96.65
"2019-01-01 18:22:00",125.07
"2019-01-01 18:25:00",46.99
"2019-01-01 18:32:00",45.5
"2019-01-01 18:37:00",86.11
"2019-01-01 18:39:00",58.29
"2019-01-01 18:49:00",16.73
"2019-01-01 18:53:00",14.16
"2019-01-01 18:54:00",34.55
"2019-01-01 19:02:00",29.82
"2019-01-01 19:07:00",57.01
"2019-01-01 19:10:00",16.57
"2019-01-01 19:12:00",30.59
"2019-01-01 19:16:00",73.63
"2019-01-01 19:20:00",11.21
"2019-01-01 19:24:00",46.78
"2019-01-01 19:31:00",13.6
"2019-01-01 19:34:00",10.82
"2019-01-01 19:43:00",2.56
"2019-01-01 19:44:00",35.25
"2019-01-01 19:48:00",76.65
"2019-01-01 19:52:00",54.44
"2019-01-01 19:54:00",27.92
"2019-01-01 19:56:00",63.24
"2019-01-01 19:59:00",57.61
"2019-01-01 20:05:00",21.45
"2019-01-01 20:20:00",52.97
"2019-01-01 20:21:00",25.92
"2019-01-01 20:23:00",17.83
"2019-01-01 20:25:00",34.35
"2019-01-01 20:26:00",22.71
"2019-01-01 20:40:00",49.1
"2019-01-01 20:57:00",46.57
"2019-01-01 20:58:00",29.2
"2019-01-01 20:59:00",161.69
"2019-01-01 21:03:00",46.81
"2019-01-01 21:28:00",15.1
"2019-01-01 21:37:00",74.11
"2019-01-01 21:38:00",24.08
"2019-01-01 21:43:00",105.57
"2019-01-01 21:46:00",16.04
"2019-01-01 21:52:00",9.72
"2019-01-01 22:03:00",51.22
"2019-01-01 22:17:00",173.98
"2019-01-01 22:57:00",58.84
"2019-01-01 23:02:00",106.88
"2019-01-01 23:08:00",56.63
